num;Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA;SJH;SJD;SJA;VCH;VCD;VCA;BSH;BSD;BSA;Bb1X2;BbMxH;BbAvH;BbMxD;BbAvD;BbMxA;BbAvA;BbOU;BbMx>2.5;BbAv>2.5;BbMx<2.5;BbAv<2.5;BbAH;BbAHh;BbMxAHH;BbAvAHH;BbMxAHA;BbAvAHA
3;E0;17.09.2011;Swansea;West Brom;3;0;H;2;0;H;7;13;5;8;4;9;2;8;1;2;0;0;Þub.63;03.Þub;Þub.75;02.Haz;Mar.25;02.Aðu;02.Haz;Mar.25;02.Haz;02.May;03.Þub;02.Haz;02.Haz;03.Þub;02.Aðu;02.May;03.Þub;02.Haz;02.Aðu;02.Eyl;02.Aðu;02.May;Mar.25;Þub.88;Þub.75;03.Mar;Þub.75;02.May;Mar.25;Þub.75;44;02.Aðu;Þub.64;Mar.32;03.Þub;02.Eyl;Þub.71;40;Þub.25;Þub.13;Oca.73;Oca.68;22;0;Oca.97;Oca.92;Oca.96;Oca.92
3;E0;17.09.2011;Wolves;QPR;0;3;A;0;2;A;13;17;6;12;15;13;4;8;2;3;0;0;Oca.91;03.Nis;04.Þub;01.Eyl;Mar.35;4;Oca.85;03.Nis;04.Þub;01.Eyl;03.Mar;03.Tem;Oca.91;03.May;4;Oca.85;03.Nis;Mar.75;Oca.95;03.Þub;04.Þub;Oca.91;03.Haz;03.Eyl;Oca.95;03.May;Nis.33;Oca.91;03.May;Mar.75;44;02.Oca;Oca.94;03.Haz;Mar.38;04.May;04.Þub;41;02.Kas;02.May;Oca.83;Oca.74;26;-0.5;02.Oca;Oca.95;Oca.95;Oca.91
3;E0;18.09.2011;Fulham;Man City;2;2;D;0;1;A;14;18;11;11;10;9;6;9;1;1;0;0;06.May;03.Aðu;Oca.57;06.May;Mar.75;Oca.53;May.75;Mar.75;Oca.57;05.Nis;03.Tem;Oca.55;06.May;Mar.75;Oca.57;05.May;Mar.75;Oca.53;6;03.Haz;Oca.62;May.75;4;Oca.57;06.May;4;Oca.57;06.May;Mar.75;Oca.53;44;7;Haz.28;04.Aðu;03.Aðu;Oca.62;Oca.57;44;Oca.93;Oca.85;2;Oca.93;26;1;Oca.88;Oca.84;02.Aðu;02.Mar
3;E0;18.09.2011;Man United;Chelsea;3;1;H;3;0;H;12;20;7;9;11;12;4;10;2;3;0;0;Oca.83;03.May;04.May;Oca.85;03.May;04.May;01.Aðu;03.May;04.Þub;01.Aðu;03.Nis;4;Oca.83;03.May;04.May;Oca.75;03.Nis;04.Þub;Oca.85;03.Mar;04.May;01.Aðu;Mar.75;04.Þub;Oca.85;03.Haz;04.Haz;Oca.73;03.Haz;04.May;43;Oca.88;Oca.82;Mar.75;Mar.44;04.Aðu;Nis.36;43;02.Oca;Oca.92;Oca.93;Oca.85;25;-0.5;Oca.89;Oca.85;02.Tem;02.Þub
3;E0;18.09.2011;Sunderland;Stoke;4;0;H;3;0;H;8;9;7;5;15;12;6;5;1;2;0;0;02.Nis;03.Þub;03.Oca;02.Nis;Mar.15;Þub.95;02.Mar;03.Þub;3;02.Nis;03.Þub;02.Tem;02.Nis;Mar.25;3;02.Nis;03.Þub;02.Tem;Þub.38;03.Oca;03.Oca;Þub.38;03.Mar;3;Þub.38;Mar.25;03.Mar;Þub.38;Mar.25;3;44;Þub.47;Þub.38;03.Mar;03.Þub;Mar.33;03.May;40;Þub.43;Þub.25;01.Tem;Oca.61;24;-0.25;02.Haz;02.Þub;Oca.88;Oca.85
3;E0;18.09.2011;Tottenham;Liverpool;4;0;H;1;0;H;24;5;16;2;10;9;4;1;1;4;0;2;Þub.63;03.Nis;Þub.63;02.Tem;Mar.25;02.Tem;02.Haz;Mar.25;02.Haz;02.Nis;03.Mar;Þub.65;Þub.62;03.Þub;Þub.75;02.May;03.Þub;02.Haz;02.Tem;3;02.Aðu;Þub.63;03.Nis;Þub.63;Þub.62;03.Nis;Þub.75;02.Haz;Mar.25;02.Haz;43;Þub.72;Þub.62;03.Nis;Mar.26;Þub.84;Þub.68;43;2;Oca.94;Oca.95;Oca.84;23;0;Oca.94;01.Eyl;2;Oca.94
3;E0;24.09.2011;Arsenal;Bolton;3;0;H;0;0;D;23;3;14;3;7;9;9;2;0;1;0;1;Oca.44;04.May;7;Oca.45;Nis.33;Tem.75;01.Nis;Nis.33;07.May;Oca.45;03.Eyl;06.May;Oca.44;Nis.33;07.May;01.Nis;04.Þub;Haz.75;Oca.44;04.Þub;07.May;Oca.44;Nis.33;07.May;Oca.44;04.Haz;08.May;Oca.44;03.Eyl;8;44;Oca.47;Oca.44;04.Aðu;Nis.27;Aðu.61;Tem.55;30;Oca.63;Oca.57;Þub.43;02.Mar;25;-1.25;02.Mar;Oca.98;Oca.93;Oca.89
3;E0;24.09.2011;Chelsea;Swansea;4;1;H;2;0;H;15;5;7;4;15;11;1;6;3;3;1;0;01.Þub;06.May;15;01.Þub;Haz.25;13;01.Þub;6;13;Oca.18;05.Aðu;13;Oca.17;7;19;Oca.17;6;13;Oca.22;05.May;15;01.Þub;06.May;15;01.Þub;7;19;01.Þub;6;13;44;Oca.23;01.Þub;Tem.33;Haz.51;19;13.75;30;01.May;Oca.44;Þub.74;Þub.61;28;-2;02.Aðu;02.Þub;Oca.89;Oca.84
3;E0;24.09.2011;Liverpool;Wolves;2;1;H;2;0;H;14;11;6;6;15;6;7;2;3;4;0;0;Oca.36;04.May;10;Oca.35;04.Haz;9;Oca.35;04.May;9;Oca.37;04.Mar;07.Þub;01.Nis;Nis.33;9;Oca.35;Nis.33;8;01.Nis;04.May;8;Oca.33;5;10;01.Nis;Nis.75;10;01.Nis;4;9;44;01.Nis;Oca.38;5;Nis.59;10;Aðu.62;38;Oca.82;Oca.75;Þub.16;02.May;25;-1.25;Oca.88;Oca.85;02.Tem;02.Þub
3;E0;24.09.2011;Man City;Everton;2;0;H;0;0;D;18;7;8;3;9;13;7;5;1;5;0;0;Oca.44;Nis.33;07.May;01.Nis;04.Nis;Tem.75;01.Nis;Nis.33;07.May;01.Nis;04.Oca;7;Oca.44;Nis.33;07.May;Oca.35;04.Þub;8;Oca.44;4;08.May;Oca.36;Nis.75;08.May;Oca.44;04.May;08.May;Oca.44;4;07.May;43;Oca.48;Oca.43;Nis.75;Nis.32;9;07.Aðu;36;Oca.72;Oca.67;Þub.25;Þub.15;23;-1.25;02.Kas;02.Nis;02.Ara;Oca.84
3;E0;24.09.2011;Newcastle;Blackburn;3;1;H;2;1;H;19;4;8;1;6;16;4;2;0;4;0;1;Oca.83;03.May;04.May;01.Aðu;03.Nis;04.May;Oca.83;03.Nis;Nis.25;01.Eyl;03.Mar;03.Tem;Oca.91;03.May;4;01.Aðu;03.Nis;4;Oca.91;03.Þub;04.May;Oca.87;03.Haz;04.Þub;Oca.85;03.May;Nis.75;Oca.91;Mar.25;04.Þub;45;Oca.91;Oca.85;Mar.61;Mar.41;5;Nis.39;41;02.Haz;Oca.97;Oca.88;Oca.81;27;-0.5;Oca.88;Oca.85;02.Haz;02.Þub
3;E0;24.09.2011;Stoke;Man United;1;1;D;0;1;A;14;13;8;9;10;3;8;8;1;0;0;0;06.May;4;Oca.53;06.May;4;01.May;06.May;4;01.May;05.Tem;03.Aðu;Oca.52;06.May;4;Oca.53;6;Mar.75;01.May;05.May;4;Oca.57;06.May;4;Oca.53;7;4;Oca.53;06.May;Mar.75;Oca.53;44;Tem.18;Haz.53;Nis.33;Mar.94;Oca.58;Oca.53;39;Oca.87;Oca.78;02.Oca;02.Oca;28;1;Oca.95;01.Eyl;02.Mar;Oca.96
3;E0;24.09.2011;West Brom;Fulham;0;0;D;0;0;D;8;18;5;9;6;14;1;1;0;3;0;0;02.Mar;Mar.25;Mar.25;Þub.25;03.Þub;03.Þub;02.Mar;03.Þub;3;02.Mar;03.Þub;02.Aðu;02.Mar;03.Mar;03.Oca;Þub.25;03.Þub;02.Eyl;02.Nis;03.Þub;3;Þub.25;03.Mar;Mar.25;02.Mar;03.Mar;03.Mar;02.Mar;Mar.25;3;45;02.Nis;02.Mar;Mar.35;Mar.25;Mar.38;Mar.13;39;Þub.17;02.Aðu;Oca.78;Oca.73;25;-0.25;02.Oca;Oca.97;Oca.94;01.Eyl
3;E0;24.09.2011;Wigan;Tottenham;1;2;A;0;2;A;5;14;4;7;13;6;1;9;3;1;1;0;4;03.May;Oca.91;4;Mar.35;01.Eyl;Mar.75;03.Nis;Oca.95;03.Mar;03.Mar;2;Mar.75;03.Nis;2;Mar.75;Mar.25;01.Eyl;03.Aðu;03.Mar;2;4;03.May;Oca.91;Nis.33;03.Nis;Oca.95;Mar.75;03.Nis;Oca.95;45;Nis.49;Mar.97;Mar.65;Mar.43;2;Oca.93;42;Oca.96;01.Eyl;Oca.96;Oca.88;25;0.5;2;Oca.95;Oca.96;Oca.91
3;E0;25.09.2011;QPR;Aston Villa;1;1;D;0;0;D;17;8;9;4;14;19;11;8;1;6;1;0;02.Mar;Mar.25;03.Þub;02.Mar;03.Mar;03.Þub;02.Mar;Mar.25;3;02.Nis;03.Þub;02.Tem;Þub.38;Mar.25;03.Oca;02.Mar;03.Þub;02.Aðu;02.Nis;03.Oca;03.Oca;02.Þub;Mar.25;03.Mar;Þub.38;03.Mar;03.Mar;02.Mar;Mar.25;3;43;02.Nis;Þub.31;Mar.36;Mar.23;Mar.36;Mar.14;38;Þub.35;Þub.21;Oca.73;Oca.64;23;-0.25;02.Oca;Oca.97;Oca.94;01.Eyl
3;E0;26.09.2011;Norwich;Sunderland;2;1;H;1;0;H;11;12;8;6;3;7;7;4;2;1;0;0;02.May;03.Nis;02.Aðu;02.May;Mar.25;02.Eyl;02.May;Mar.25;Þub.75;02.Nis;03.Þub;02.Tem;02.Nis;03.Mar;3;02.Nis;03.Þub;02.Tem;02.Haz;03.Oca;02.Aðu;02.Nis;03.Mar;02.Eyl;02.Haz;03.Mar;Þub.88;02.May;03.Mar;02.Tem;40;02.Haz;Þub.46;03.Nis;Mar.26;03.Oca;Þub.87;38;02.Haz;Oca.98;Oca.86;01.Aðu;23;0;Oca.82;Oca.77;Þub.15;02.Tem
3;E0;01.10.2011;Aston Villa;Wigan;2;0;H;1;0;H;16;14;10;9;12;6;5;10;0;1;0;0;Oca.62;Mar.75;6;01.Haz;03.Aðu;05.May;01.Haz;03.Haz;May.75;01.Tem;03.May;04.Nis;Oca.67;03.May;6;Oca.57;Mar.75;6;01.Haz;Mar.75;6;Oca.57;4;6;Oca.67;03.Aðu;6;01.Haz;03.Haz;6;44;01.Tem;Oca.62;4;Mar.71;06.May;May.79;44;Oca.94;Oca.87;Oca.96;01.Eyl;21;-1;Þub.16;02.Oca;Oca.81;Oca.78
3;E0;01.10.2011;Blackburn;Man City;0;4;A;0;0;D;5;19;4;12;9;14;4;5;1;1;0;0;06.May;Mar.75;Oca.57;May.75;03.Aðu;Oca.57;6;Mar.75;Oca.55;5;03.Haz;01.Haz;06.May;4;Oca.53;6;Mar.75;Oca.57;5;04.Þub;Oca.62;6;04.Þub;Oca.53;06.May;4;Oca.57;06.May;Mar.75;Oca.53;43;Haz.72;May.99;04.Þub;03.Eyl;Oca.62;Oca.57;39;Oca.75;Oca.69;Þub.28;Þub.13;27;1;Oca.93;Oca.88;02.Haz;Oca.99
3;E0;01.10.2011;Everton;Liverpool;0;2;A;0;0;D;12;15;4;9;15;9;5;9;1;1;1;0;03.Oca;03.Þub;02.Nis;03.Oca;03.Þub;02.Nis;02.Eyl;03.Þub;02.Nis;02.Tem;03.Þub;02.Nis;02.Eyl;Mar.25;02.May;Þub.85;03.Þub;Þub.45;02.Eyl;Mar.25;Þub.45;3;Mar.25;02.Nis;03.Oca;Mar.25;02.May;Þub.88;03.Þub;02.May;42;Mar.21;Þub.94;Mar.32;Mar.22;Þub.57;Þub.44;38;Þub.17;02.Eyl;Oca.78;Oca.71;22;0.25;Oca.83;Oca.77;Þub.17;02.Ara
3;E0;01.10.2011;Man United;Norwich;2;0;H;0;0;D;17;13;9;6;9;6;10;3;1;0;0;0;Oca.17;7;17;Oca.15;7;16;Oca.15;7;16;Oca.15;06.Þub;14;Oca.17;7;17;Oca.17;7;15;Oca.18;07.May;12;Oca.14;8;19;Oca.17;8;19;Oca.17;06.May;17;43;Oca.19;Oca.16;Aðu.28;Tem.16;25;17.Nis;29;Oca.37;Oca.34;Mar.25;03.Haz;23;-2;Oca.84;01.Aðu;Þub.16;02.Eyl
3;E0;01.10.2011;Sunderland;West Brom;2;2;D;2;2;D;12;7;7;3;9;13;7;4;2;0;0;0;Þub.25;03.Nis;03.Þub;Þub.15;03.Mar;03.Mar;Þub.15;Mar.25;03.Mar;2;03.Mar;03.Mar;02.Þub;Mar.25;03.Nis;02.Þub;Mar.25;Mar.25;Þub.25;03.Mar;03.Þub;Þub.25;Mar.25;03.Mar;02.Mar;03.Nis;03.Nis;Þub.25;03.Nis;03.Oca;44;Þub.34;Þub.23;Mar.43;Mar.31;03.Nis;Mar.24;42;Þub.14;Oca.99;Oca.85;Oca.79;25;-0.25;Oca.99;Oca.95;Oca.95;Oca.92
3;E0;01.10.2011;Wolves;Newcastle;1;2;A;0;2;A;25;10;12;6;7;10;10;5;1;2;0;0;02.May;Mar.25;Þub.88;Þub.45;03.Þub;Þub.85;02.Nis;03.Þub;02.Eyl;02.Nis;03.Þub;02.Tem;02.Nis;03.Mar;3;Þub.45;03.Þub;Þub.85;Þub.38;Mar.25;3;Þub.38;03.Mar;3;02.May;03.Mar;03.Oca;02.Nis;Mar.25;02.Eyl;44;Þub.54;Þub.43;03.Nis;Mar.26;03.Oca;Þub.92;39;Þub.15;02.Haz;Oca.83;Oca.73;23;-0.25;Þub.14;02.Oca;Oca.81;Oca.79
3;E0;02.10.2011;Bolton;Chelsea;1;5;A;0;4;A;14;21;10;14;10;11;4;5;1;2;0;0;06.May;4;Oca.53;06.May;Mar.75;Oca.53;6;4;Oca.53;06.May;03.Eyl;Oca.45;06.May;4;Oca.53;6;4;Oca.53;6;4;Oca.55;06.May;4;Oca.53;7;04.Nis;Oca.53;06.May;03.Aðu;Oca.53;42;07.Þub;Haz.52;Nis.46;4;Oca.57;Oca.52;35;Oca.72;Oca.66;02.Mar;Þub.16;26;1;02.Aðu;02.Mar;Oca.89;Oca.84
3;E0;02.10.2011;Fulham;QPR;6;0;H;3;0;H;19;17;13;10;10;7;4;4;2;3;0;0;2;03.Mar;4;2;03.May;03.Aðu;01.Eyl;03.Mar;4;01.Aðu;03.Nis;4;2;03.Mar;4;Oca.95;03.Mar;4;2;03.Nis;03.Aðu;Oca.91;03.Haz;03.Eyl;2;03.May;4;2;03.Nis;Mar.75;43;02.Mar;Oca.97;03.Haz;Mar.33;Nis.16;Mar.94;39;Þub.25;02.Haz;01.Aðu;Oca.73;23;-0.5;02.Aðu;2;Oca.92;Oca.87
3;E0;02.10.2011;Swansea;Stoke;2;0;H;1;0;H;9;11;5;6;14;18;6;5;3;5;0;0;Þub.63;Mar.25;Þub.75;02.May;Mar.25;Þub.75;02.Haz;Mar.25;02.Haz;Þub.55;03.Þub;Þub.55;02.Tem;03.Þub;02.Tem;Þub.55;03.Þub;Þub.75;02.Tem;03.Oca;02.Tem;02.Haz;03.Mar;02.Tem;Þub.62;Mar.25;Þub.88;Þub.62;03.Þub;02.Tem;43;02.Aðu;Þub.59;Mar.31;Mar.21;Þub.95;Þub.76;38;Þub.43;Þub.26;01.Tem;Oca.61;22;0;Oca.88;Oca.84;02.Aðu;Oca.99
3;E0;02.10.2011;Tottenham;Arsenal;2;1;H;1;0;H;16;13;8;7;11;8;9;7;2;1;0;0;02.Oca;03.Nis;03.May;Þub.15;03.Nis;03.Nis;02.Oca;03.Nis;Mar.25;02.Þub;03.Mar;02.Eyl;02.Þub;03.Nis;Mar.25;02.Oca;03.Nis;03.Mar;Þub.15;03.May;03.Þub;02.Oca;03.Nis;03.May;Þub.15;03.May;03.May;02.Oca;Mar.25;03.May;42;02.Þub;02.Ara;Mar.62;03.Nis;03.Tem;Mar.39;37;Oca.71;Oca.66;Þub.28;Þub.17;23;-0.25;Oca.86;Oca.83;02.Eyl;02.May
3;E0;15.10.2011;Chelsea;Everton;3;1;H;2;0;H;7;9;5;5;13;11;2;2;2;2;0;0;Oca.36;04.May;10;Oca.35;04.May;9;Oca.33;Nis.75;9;Oca.35;04.May;07.Mar;Oca.33;5;9;1.333;04.May;10;Oca.36;Nis.75;08.May;Oca.33;Nis.75;10;Oca.36;5;10;Oca.33;04.May;10;47;Oca.39;Oca.35;05.Oca;Nis.66;11;Eyl.43;41;Oca.74;Oca.67;Þub.28;Þub.14;24;-1.5;Þub.18;02.Aðu;Oca.99;Oca.78
3;E0;15.10.2011;Liverpool;Man United;1;1;D;0;0;D;14;10;8;3;8;11;8;3;1;3;0;0;3;03.Mar;02.Nis;03.Oca;03.Mar;Þub.35;02.Eyl;Mar.25;02.Nis;02.Tem;03.Þub;02.Nis;03.Þub;3;02.May;02.Eyl;03.Þub;02.Nis;03.Þub;03.Oca;02.May;3;03.Mar;02.Nis;3;03.Mar;02.May;Þub.75;03.Nis;02.Nis;48;03.Þub;Þub.95;03.Nis;Mar.25;Þub.57;Þub.43;44;Oca.98;Oca.91;Oca.94;Oca.87;24;0;Þub.15;02.Aðu;Oca.83;Oca.75
3;E0;15.10.2011;Man City;Aston Villa;4;1;H;1;0;H;15;8;10;6;10;6;5;1;1;1;0;0;Oca.33;5;10;Oca.34;Nis.75;Aðu.75;Oca.33;Nis.75;9;Oca.35;04.May;07.Mar;Oca.36;04.May;9;1.333;04.May;10;Oca.33;5;08.May;Oca.33;Nis.75;09.May;Oca.36;5;10;Oca.36;Nis.33;9;47;Oca.37;Oca.34;05.Nis;Nis.83;Eki.89;09.May;34;Oca.68;01.Haz;Þub.42;Þub.25;26;-1.5;02.Aðu;02.Oca;Oca.89;Oca.84
3;E0;15.10.2011;Norwich;Swansea;3;1;H;2;1;H;15;12;8;4;6;5;4;4;0;1;0;0;02.Þub;03.Mar;03.Nis;Þub.15;03.Mar;03.Mar;02.Þub;Mar.25;03.Þub;02.Oca;03.Mar;03.Oca;02.Þub;03.Mar;Mar.25;02.Þub;03.Mar;03.Þub;Þub.15;03.Mar;03.Nis;02.Þub;Mar.25;03.Nis;02.Þub;03.Nis;03.May;02.Þub;03.Þub;03.Þub;48;Þub.25;Þub.19;Mar.46;Mar.28;03.Haz;Mar.33;45;02.Oca;02.Oca;Oca.86;Oca.78;25;-0.25;Oca.94;01.Eyl;02.Oca;Oca.96
3;E0;15.10.2011;QPR;Blackburn;1;1;D;1;1;D;12;10;6;9;10;13;5;7;3;2;0;0;Oca.83;03.May;04.May;01.Aðu;03.Nis;04.May;01.Aðu;03.Nis;04.May;Oca.95;03.Mar;03.Haz;Oca.91;03.Nis;4;Oca.85;03.Nis;04.Þub;Oca.85;03.May;Nis.33;Oca.91;03.Nis;04.Þub;Oca.85;03.May;04.Haz;Oca.83;03.Nis;Nis.33;47;Oca.95;Oca.85;Mar.65;Mar.42;04.Aðu;Nis.37;43;2;Oca.92;Oca.95;Oca.86;26;-0.5;Oca.93;Oca.85;02.Tem;02.Oca
3;E0;15.10.2011;Stoke;Fulham;2;0;H;0;0;D;14;4;6;1;14;15;5;2;4;4;0;0;02.Þub;03.Þub;03.May;02.Oca;Mar.25;Mar.45;02.May;03.Þub;03.Haz;2;03.Þub;03.Nis;2;03.Mar;03.Aðu;Þub.15;03.Þub;03.Nis;Þub.15;03.Þub;03.Haz;02.Oca;Mar.25;Mar.75;02.Þub;Mar.25;Mar.75;2;Mar.25;Mar.75;48;Þub.24;Þub.14;03.Mar;Mar.21;03.Aðu;Mar.53;39;Þub.38;Þub.21;01.Tem;Oca.63;24;-0.25;Oca.93;Oca.87;02.Nis;Oca.99
3;E0;15.10.2011;Wigan;Bolton;1;3;A;1;2;A;13;14;9;11;16;14;5;4;4;4;0;0;02.Mar;03.Mar;03.Þub;02.Mar;03.Mar;03.Þub;Þub.25;Mar.25;03.Oca;02.Mar;03.Þub;02.Aðu;Þub.25;03.Mar;03.Þub;02.Mar;03.Mar;02.Eyl;02.Mar;03.Mar;03.Oca;02.Mar;03.Mar;03.Þub;Þub.38;03.Nis;03.Þub;02.Þub;03.Þub;03.Þub;48;Þub.38;Þub.29;Mar.42;Mar.28;03.Mar;03.Ara;44;2;01.Eyl;2;Oca.88;25;-0.25;02.Haz;02.Oca;Oca.88;Oca.85
3;E0;16.10.2011;Arsenal;Sunderland;2;1;H;1;1;D;20;8;11;4;9;19;9;2;3;3;0;0;Oca.44;Nis.33;07.May;Oca.42;04.Mar;07.May;Oca.42;Nis.25;07.May;Oca.45;03.Eyl;06.May;01.Nis;04.May;8;01.Nis;04.May;07.May;Oca.44;Nis.33;7;01.Nis;Nis.33;8;Oca.44;04.May;08.May;Oca.44;4;07.May;48;Oca.49;Oca.44;Nis.63;Nis.28;08.May;Tem.63;38;Oca.72;Oca.66;Þub.28;Þub.16;24;-1.25;Þub.13;02.Tem;Oca.86;01.Aðu
3;E0;16.10.2011;Newcastle;Tottenham;2;2;D;0;1;A;12;11;7;8;11;15;5;2;1;2;0;0;3;03.Mar;02.Nis;02.Aðu;03.May;Þub.45;Þub.75;Mar.25;Þub.45;02.Haz;03.Þub;02.May;Þub.75;03.Mar;02.May;Þub.85;03.Mar;02.Nis;02.Aðu;03.May;02.Nis;3;03.Mar;02.Nis;3;03.Nis;02.Nis;Þub.75;Mar.25;02.May;47;Mar.13;02.Eyl;03.May;Mar.29;02.May;Þub.42;42;Oca.88;Oca.81;02.Haz;Oca.97;23;0;Þub.25;02.Ara;01.Aðu;Oca.73
3;E0;16.10.2011;West Brom;Wolves;2;0;H;1;0;H;17;13;11;10;14;12;2;11;0;1;0;0;2;03.Mar;4;2;Mar.25;03.Aðu;Oca.95;03.Nis;Mar.75;02.Oca;03.Þub;03.Þub;02.May;03.Mar;Mar.75;2;03.Nis;03.Haz;02.May;03.Nis;03.Haz;2;03.Nis;03.Aðu;2;03.May;4;2;Mar.25;Mar.75;48;02.Oca;02.Oca;Mar.51;Mar.32;04.Ara;Mar.83;44;02.Þub;Oca.93;Oca.92;Oca.84;27;-0.5;02.Nis;Oca.99;01.Eyl;Oca.86
3;E0;22.10.2011;Aston Villa;West Brom;1;2;A;1;1;D;3;8;0;5;11;8;3;8;2;3;1;0;2;03.Mar;4;01.Eyl;03.Nis;4;2;03.Þub;Mar.75;2;03.Mar;03.Mar;Oca.91;03.Nis;4;2;Mar.25;03.Aðu;2;03.Mar;Mar.75;2;Mar.25;4;02.May;03.Mar;4;2;Mar.25;Mar.75;48;02.Kas;2;03.Nis;Mar.29;Nis.33;Mar.86;45;02.Tem;Oca.96;Oca.91;Oca.82;27;-0.5;02.Kas;02.May;Oca.87;Oca.81
3;E0;22.10.2011;Bolton;Sunderland;0;2;A;0;0;D;15;18;8;10;15;14;2;11;0;3;0;0;02.Þub;03.Þub;03.May;02.Oca;Mar.25;Mar.45;Þub.15;Mar.25;03.Mar;02.Þub;03.Þub;3;02.Þub;03.Mar;03.Mar;Þub.15;03.Þub;03.Nis;02.Mar;03.Þub;03.Þub;Þub.15;03.Nis;03.Nis;Þub.25;03.Mar;03.May;02.Þub;03.Þub;03.Þub;48;Þub.32;Þub.21;03.Nis;Mar.23;03.Haz;Mar.33;45;2;Oca.91;Oca.99;Oca.87;25;-0.25;Oca.99;Oca.93;2;Oca.93
3;E0;22.10.2011;Liverpool;Norwich;1;1;D;1;0;H;25;12;15;10;6;8;10;3;0;1;0;0;Oca.29;05.May;11;Oca.29;5;10.May;01.Mar;Nis.75;10;Oca.33;04.Haz;07.Aðu;01.Mar;5;10;1.285;5;11;Oca.33;Nis.75;9;01.Mar;May.25;11;01.Mar;05.May;12;Oca.29;5;11;48;Oca.33;Oca.29;May.72;May.16;12.Ara;Eki.77;41;01.Tem;Oca.64;02.Nis;02.Þub;29;-1.5;Oca.91;Oca.86;02.May;Oca.99
3;E0;22.10.2011;Newcastle;Wigan;1;0;H;0;0;D;13;12;10;5;7;22;7;3;3;2;0;0;Oca.57;03.Aðu;06.May;Oca.57;Mar.75;6;Oca.57;03.Haz;6;01.Haz;03.Haz;5;Oca.62;03.Haz;6;1.571;Mar.75;6;Oca.62;Mar.75;05.May;01.Haz;03.Eyl;May.75;Oca.57;4;06.May;Oca.57;03.May;06.May;48;Oca.62;Oca.58;04.Haz;Mar.75;Haz.95;06.Eyl;45;Oca.91;Oca.85;02.Mar;Oca.93;28;-1;02.Oca;02.May;Oca.86;Oca.81
3;E0;22.10.2011;Wolves;Swansea;2;2;D;0;2;A;20;16;13;14;14;11;8;13;2;0;0;0;2;03.Nis;03.Aðu;2;03.Nis;03.Eyl;2;03.Nis;03.May;Oca.95;03.Mar;03.Haz;2;03.Mar;Mar.75;2;03.Nis;03.Haz;2;03.Mar;Mar.75;Oca.91;03.Haz;4;2;03.Nis;4;02.May;03.Mar;03.May;48;02.May;Oca.99;03.Haz;Mar.35;04.Þub;Mar.81;45;02.Eyl;Oca.97;Oca.88;01.Aðu;27;-0.5;02.Nis;Oca.99;Oca.92;Oca.87
3;E0;23.10.2011;Arsenal;Stoke;3;1;H;1;1;D;9;5;5;2;9;13;10;1;0;2;0;0;Oca.53;4;06.May;Oca.57;03.Eyl;06.May;Oca.55;Mar.75;6;01.Haz;03.Haz;5;Oca.53;03.Aðu;06.May;1.533;Mar.75;06.May;Oca.57;Mar.75;6;Oca.53;04.Þub;6;Oca.57;4;7;Oca.57;03.May;06.May;48;01.Haz;Oca.55;Nis.33;Mar.88;07.Haz;Haz.33;41;Oca.87;Oca.75;02.Kas;02.Mar;28;-1;02.Mar;Oca.99;Oca.91;Oca.87
3;E0;23.10.2011;Blackburn;Tottenham;1;2;A;1;1;D;19;9;8;7;19;7;8;5;4;1;0;0;4;03.May;Oca.91;Mar.85;03.May;01.Eyl;4;03.May;Oca.85;03.Tem;03.Mar;01.Eyl;4;03.Nis;Oca.91;04.Þub;03.Haz;01.Aðu;Mar.75;03.Haz;Oca.91;03.Aðu;03.Haz;Oca.95;Nis.33;03.Haz;Oca.85;Nis.33;03.May;01.Aðu;48;Nis.44;04.Þub;Mar.72;03.May;Oca.95;01.Eyl;45;Oca.85;Oca.78;02.Ara;2;26;0.5;Þub.25;Oca.97;Oca.94;Oca.89
3;E0;23.10.2011;Fulham;Everton;1;3;A;0;1;A;15;11;8;7;12;8;5;1;3;1;0;0;Þub.25;Mar.25;03.Mar;02.Mar;03.Þub;03.Oca;02.Mar;Mar.25;3;02.Nis;03.Þub;02.Tem;Þub.38;Mar.25;3;Þub.35;03.Þub;3;02.Nis;3;03.Þub;02.Mar;03.Nis;3;Þub.38;03.Þub;03.Mar;Þub.38;Mar.25;Þub.88;48;Þub.44;Þub.34;03.Nis;Mar.22;03.Mar;03.Eyl;40;Þub.35;02.Þub;01.Tem;Oca.64;26;-0.25;02.Aðu;02.Oca;Oca.88;Oca.85
